,Player,ID,Team,Opponent,Round,Kicks,Marks,Hand.Balls,Disp,Goals,Behinds,Hit.Outs,Tackles,Rebounds,Inside.50,Clearances,Clangers,Frees.For,Frees.Against,Brownlow,Uncontested.Possessions,Contested.Possessions,Contested.Marks,Marks.Inside.50,One.Percenters,Bounces,Goal.Assists,X..Time.Played
3984,Nakia Cockatoo,12319,GE,AD,11,8,1,2,10,0,2,0,7,0,3,1,2,0,0,0,3,7,0,0,0,1,0,69
3985,Patrick Dangerfield,11700,GE,AD,11,16,2,15,31,3,3,0,7,1,6,7,5,4,2,2,19,13,1,1,1,0,0,84
3986,Mitch Duncan,11798,GE,AD,11,10,6,14,24,0,0,0,5,5,1,3,1,1,0,0,7,17,0,0,0,0,0,79
3987,Cameron Guthrie,11884,GE,AD,11,10,4,10,20,0,0,0,1,2,3,1,4,1,2,0,4,17,0,0,3,3,0,76
3988,Tom Hawkins,11548,GE,AD,11,7,2,3,10,2,2,0,4,0,0,0,5,1,5,0,6,5,0,2,2,0,0,90
3989,Lachie Henderson,11637,GE,AD,11,11,4,6,17,0,0,0,2,2,1,1,2,4,0,0,10,8,0,1,6,0,0,86
3990,Jake Kolodjashnij,12370,GE,AD,11,6,1,9,15,0,0,0,3,0,0,0,1,1,1,0,10,4,0,0,7,0,0,89
3991,Darcy Lang,12286,GE,AD,11,7,2,8,15,0,1,0,3,1,3,0,1,0,0,0,1,14,0,0,0,0,0,73
3992,Tom Lonergan,4110,GE,AD,11,7,5,6,13,0,1,0,2,0,1,0,0,0,0,0,2,11,1,1,5,0,0,93
3993,Andrew Mackie,3958,GE,AD,11,18,9,9,27,0,0,0,3,3,2,1,1,2,0,0,8,18,0,1,4,0,0,90
3994,Sam Menegola,12464,GE,AD,11,9,5,15,24,0,1,0,4,3,2,5,3,0,1,0,16,9,0,1,2,0,1,86
3995,Daniel Menzel,11873,GE,AD,11,6,2,2,8,3,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,1,87
3996,Steven Motlop,11818,GE,AD,11,15,5,9,24,1,1,0,1,1,5,1,2,0,1,0,2,21,0,2,0,2,0,75
3997,Jordan Murdoch,12099,GE,AD,11,11,3,11,22,0,1,0,3,3,2,4,5,1,2,0,8,16,0,0,1,0,1,69
3998,James Parsons,12513,GE,AD,11,5,4,9,14,1,0,0,3,0,3,0,2,1,2,0,4,10,0,1,0,0,0,75
3999,Joel Selwood,11538,GE,AD,11,10,4,25,35,1,0,0,4,2,3,9,1,3,0,3,21,15,0,1,2,0,0,81
4000,Scott Selwood,11644,GE,AD,11,12,7,13,25,0,0,0,10,1,3,1,1,2,0,1,8,17,1,0,1,0,1,71
4001,Zac Smith,11909,GE,AD,11,6,1,9,15,0,1,33,3,3,2,3,0,0,0,0,7,7,1,1,2,0,0,84
4002,Tom Stewart,12505,GE,AD,11,16,3,3,19,0,0,0,3,0,2,0,7,3,3,0,8,11,1,0,7,1,0,80
4003,Harry Taylor,11643,GE,AD,11,10,8,6,16,2,1,0,5,1,6,1,1,0,0,0,6,10,2,3,3,0,3,97
4004,Zach Tuohy,11973,GE,AD,11,18,8,9,27,0,1,0,1,5,2,2,2,0,1,0,7,17,0,0,0,0,0,96
4005,Sam Butler,3983,WC,GC,11,8,4,5,13,0,0,0,1,1,1,0,2,0,0,0,4,8,1,0,3,1,0,84
4006,Jamie Cripps,11937,WC,GC,11,8,5,1,9,1,1,0,2,0,2,0,0,0,0,0,2,7,0,1,0,0,0,77
4007,Jack Darling,11905,WC,GC,11,6,4,2,8,0,0,0,4,0,1,0,5,0,2,0,5,3,1,0,1,0,0,86
4008,Liam Duggan,12334,WC,GC,11,7,4,6,13,0,0,0,3,1,1,1,2,0,0,0,1,12,0,1,0,0,0,77
4009,Andrew Gaff,11904,WC,GC,11,12,7,12,24,0,0,0,1,3,3,1,2,0,0,0,3,21,0,1,1,0,0,85
4010,Josh Hill,11602,WC,GC,11,9,4,4,13,2,0,0,4,0,4,0,0,0,0,0,4,9,0,2,2,0,1,71
4011,Shannon Hurn,4162,WC,GC,11,12,4,8,20,0,0,0,2,4,2,1,0,0,0,0,3,14,0,0,4,0,0,79
4012,Mark Hutchings,12187,WC,GC,11,4,4,6,10,0,0,0,3,2,1,0,1,0,0,0,2,8,0,0,0,0,1,80
4013,Lewis Jetta,11804,WC,GC,11,12,5,7,19,1,1,0,1,1,3,2,3,1,1,0,5,13,0,0,1,1,0,86
4014,Mark LeCras,4114,WC,GC,11,9,5,1,10,0,1,0,0,0,1,0,1,0,0,0,4,6,1,1,0,0,1,86
4015,Eric Mackenzie,11596,WC,GC,11,4,4,7,11,0,0,0,1,3,0,0,1,0,1,0,5,6,0,0,7,0,0,95
4016,Jeremy McGovern,12273,WC,GC,11,9,9,6,15,1,0,0,2,1,2,0,0,0,0,0,6,9,1,0,5,0,0,83
4017,Sam Mitchell,1135,WC,GC,11,17,4,16,33,0,0,0,3,4,3,5,4,3,1,0,13,20,0,0,0,0,3,84
4018,Jackson Nelson,12328,WC,GC,11,9,5,5,14,0,1,0,0,3,1,1,3,1,0,0,3,11,0,0,0,0,0,82
4019,Drew Petrie,806,WC,GC,11,8,8,4,12,1,0,21,1,1,1,2,1,0,1,0,4,8,2,1,3,0,1,85
4020,Matt Priddis,4186,WC,GC,11,10,1,12,22,0,1,0,5,1,5,4,1,1,1,0,10,12,0,0,0,0,0,79
4021,Will Schofield,11605,WC,GC,11,8,3,3,11,1,0,0,1,2,1,0,4,1,2,0,2,8,0,0,6,0,0,90
4022,Dom Sheed,12253,WC,GC,11,14,8,16,30,0,2,0,6,2,5,5,1,2,0,1,13,16,0,1,0,1,1,72
4023,Brad Sheppard,11843,WC,GC,11,10,3,4,14,0,0,0,4,2,2,2,1,2,1,0,4,9,0,0,2,0,1,82
4024,Luke Shuey,11805,WC,GC,11,13,5,13,26,1,0,0,9,1,4,8,2,2,2,0,9,15,0,0,1,1,0,78
4025,Nathan Vardy,11955,WC,GC,11,6,4,4,10,0,1,14,1,0,1,1,1,1,1,0,7,4,3,1,3,0,0,76
4026,Elliot Yeo,12087,WC,GC,11,16,6,6,22,3,0,0,3,1,6,3,2,1,1,0,7,14,0,2,0,2,0,83
4027,Gary Ablett,1105,GC,WC,11,20,5,16,36,0,0,0,3,2,8,6,1,1,1,0,16,19,0,1,0,0,2,84
4028,Michael Barlow,11809,GC,WC,11,15,7,15,30,0,2,0,3,3,2,3,6,1,1,0,7,21,0,1,0,0,0,87
4029,Will Brodie,12541,GC,WC,11,5,3,4,9,0,1,0,7,2,1,0,3,0,0,0,0,10,0,0,0,0,0,63
4030,Aaron Hall,12041,GC,WC,11,18,5,5,23,1,0,0,5,1,5,0,0,1,0,0,4,19,0,0,2,1,2,82
4031,Pearce Hanley,11704,GC,WC,11,20,12,11,31,0,0,0,2,3,6,0,6,1,2,2,8,24,0,0,4,3,0,80
4032,Jarrod Harbrow,11555,GC,WC,11,10,4,8,18,1,0,0,0,3,2,0,0,0,0,0,3,14,0,0,2,0,1,86
4033,Jesse Joyce,12449,GC,WC,11,3,3,3,6,0,0,0,3,2,0,0,0,0,0,0,2,5,0,0,4,0,0,80
4034,Kade Kolodjashnij,12256,GC,WC,11,15,11,5,20,0,0,0,7,2,3,0,3,0,1,0,2,19,0,0,6,1,0,84
4035,Sean Lemmens,12234,GC,WC,11,5,1,8,13,1,2,0,1,0,0,0,1,0,0,0,9,5,0,0,0,4,1,78
4036,Jack Leslie,12309,GC,WC,11,8,7,1,9,0,0,0,1,3,0,0,0,0,0,0,3,6,3,0,8,0,0,95
4037,Tom Lynch,11948,GC,WC,11,14,8,2,16,3,1,0,1,0,3,0,1,1,0,0,5,10,2,1,0,0,0,100
4038,Jarryd Lyons,12067,GC,WC,11,14,7,15,29,1,0,0,8,1,1,8,4,2,0,3,14,15,1,1,0,1,0,72
4039,Jack Martin,12236,GC,WC,11,18,10,5,23,0,0,0,0,0,0,1,5,0,2,0,4,20,0,2,1,1,0,77
4040,Brandon Matera,11915,GC,WC,11,13,5,9,22,1,1,0,1,2,1,1,5,0,1,0,4,17,0,1,2,1,1,80
4041,Steven May,11940,GC,WC,11,12,8,11,23,0,0,0,3,5,0,0,1,1,0,0,7,12,3,0,4,0,0,91
4042,Touk Miller,12331,GC,WC,11,2,3,17,19,0,0,0,8,2,1,3,3,1,2,0,10,10,1,0,0,0,0,72
4043,Matt Rosa,4133,GC,WC,11,7,3,10,17,0,0,0,4,0,2,2,2,1,0,0,8,9,0,0,0,1,1,81
4044,Adam Saad,12330,GC,WC,11,5,4,9,14,0,1,0,1,1,1,0,0,1,0,0,4,10,0,1,2,1,0,81
4045,Alex Sexton,12080,GC,WC,11,15,8,7,22,1,2,0,0,3,5,0,2,1,0,0,8,15,0,0,3,0,0,85
4046,David Swallow,11919,GC,WC,11,11,1,8,19,0,0,0,8,0,3,1,4,0,3,0,4,15,0,0,1,0,0,69
4047,Jarrod Witts,12177,GC,WC,11,4,3,10,14,0,0,34,4,1,1,3,2,1,1,0,9,5,1,0,4,0,0,86
4048,Peter Wright,12366,GC,WC,11,9,8,3,12,2,2,6,4,1,4,0,1,1,1,0,4,8,2,4,1,0,0,87
4049,Jeremy Cameron,12017,GW,ES,11,13,9,5,18,1,3,0,3,1,3,0,1,1,0,0,4,15,0,0,1,1,0,91
4050,Aidan Corr,12181,GW,ES,11,3,2,4,7,0,0,0,4,2,0,0,2,2,1,0,2,6,0,0,5,0,0,88
4051,Phil Davis,11825,GW,ES,11,7,6,4,11,0,0,0,2,1,1,0,0,1,0,0,3,9,0,0,7,0,0,95
4052,Matt de Boer,11746,GW,ES,11,6,6,8,14,1,0,0,1,0,2,1,4,1,3,0,5,9,0,0,1,0,1,80
4053,Toby Greene,12025,GW,ES,11,16,6,4,20,3,2,0,1,0,2,1,4,3,1,2,11,10,3,3,1,0,2,88
4054,Harry Himmelberg,12462,GW,ES,11,6,3,4,10,0,0,0,1,0,2,1,2,2,1,0,3,7,1,1,0,0,0,82
4055,Josh Kelly,12255,GW,ES,11,22,5,16,38,1,1,0,10,0,10,7,3,2,1,3,14,23,1,0,0,5,3,87
4056,Matthew Kennedy,12455,GW,ES,11,5,5,8,13,1,0,0,6,0,3,2,3,0,2,0,6,7,2,1,1,0,0,70
4057,Daniel Lloyd,12532,GW,ES,11,4,1,2,6,1,0,0,2,0,1,0,1,1,0,0,2,4,0,1,0,0,1,60
4058,Shane Mumford,11656,GW,ES,11,2,1,8,10,0,0,34,3,1,0,1,2,3,2,0,6,4,0,0,4,0,0,82
4059,Jonathon Patton,12096,GW,ES,11,9,8,3,12,0,0,3,0,2,2,0,1,0,0,0,3,9,1,0,1,0,2,85
4060,Harry Perryman,12536,GW,ES,11,7,4,5,12,1,0,0,2,2,1,0,2,0,1,0,1,11,0,0,2,0,0,64
4061,Sam Reid,11705,GW,ES,11,6,0,4,10,0,0,0,1,2,0,0,1,1,0,0,2,8,0,0,2,0,0,80
4062,Tom Scully,11802,GW,ES,11,9,4,6,15,3,0,0,0,2,5,1,0,0,0,0,6,11,1,0,1,1,1,81
4063,Heath Shaw,4132,GW,ES,11,20,14,7,27,0,0,0,0,3,0,2,5,0,1,0,5,21,1,0,0,0,0,93
4064,Dylan Shiel,12022,GW,ES,11,16,6,15,31,1,0,0,5,1,5,8,5,1,2,0,12,18,0,0,0,0,1,80
4065,Tim Taranto,12504,GW,ES,11,7,5,10,17,1,0,0,4,0,2,4,0,0,0,0,6,10,1,1,0,0,0,77
4066,Adam Tomlinson,12027,GW,ES,11,11,4,3,14,0,0,0,1,1,1,0,2,0,0,0,3,10,1,0,3,0,0,93
4067,Callan Ward,11677,GW,ES,11,15,5,7,22,0,0,0,3,2,3,3,3,1,2,0,10,12,0,0,1,1,0,85
4068,Lachie Whitfield,12143,GW,ES,11,14,10,17,31,1,0,0,1,2,7,4,1,0,0,0,9,22,0,1,0,1,1,83
4069,Zac Williams,12175,GW,ES,11,16,6,9,25,3,1,0,7,0,2,4,3,0,0,1,12,13,0,1,2,0,1,70
4070,Nathan Wilson,12024,GW,ES,11,15,5,1,16,0,0,0,2,7,2,0,1,0,1,0,2,9,0,0,4,0,0,88
4071,Mark Baguley,12107,ES,GW,11,10,4,6,16,0,0,0,1,2,2,1,2,2,1,0,5,10,0,0,2,0,0,90
4072,Tom Bellchambers,11675,ES,GW,11,9,5,6,15,2,0,40,3,0,3,3,4,1,3,0,6,8,1,2,3,0,0,85
4073,Travis Colyer,11821,ES,GW,11,7,3,5,12,1,0,0,5,3,3,1,4,0,2,0,3,11,0,0,0,2,0,74
4074,Joe Daniher,12199,ES,GW,11,11,7,2,13,1,0,3,2,0,6,1,4,1,1,0,7,6,4,1,2,0,0,96
4075,Orazio Fantasia,12302,ES,GW,11,9,5,5,14,2,0,0,4,3,1,1,1,1,0,0,3,11,0,2,0,1,0,81
4076,Martin Gleeson,12240,ES,GW,11,12,7,11,23,0,0,0,0,4,1,0,2,0,2,0,5,17,2,0,6,1,0,82
4077,Brendon Goddard,1443,ES,GW,11,7,4,14,21,0,0,0,1,1,1,2,0,1,0,0,7,15,1,0,1,0,0,83
4078,Josh Green,11960,ES,GW,11,8,4,1,9,3,2,0,0,0,3,0,3,0,1,0,5,5,1,3,0,0,1,77
4079,Michael Hartley,12419,ES,GW,11,7,4,3,10,0,0,0,1,2,1,0,0,1,0,0,1,8,0,0,13,0,0,95
4080,Dyson Heppell,11896,ES,GW,11,14,4,9,23,0,1,0,1,2,5,4,2,3,1,0,10,14,0,0,2,0,2,80
4081,Cale Hooker,11702,ES,GW,11,8,8,5,13,2,1,0,0,0,1,0,1,1,0,0,8,6,3,4,0,0,3,90
4082,Ben Howlett,11797,ES,GW,11,3,1,10,13,0,0,0,4,2,2,3,1,0,0,0,7,5,1,0,2,0,1,74
4083,Michael Hurley,11715,ES,GW,11,12,9,9,21,0,0,0,1,3,1,0,4,0,2,0,6,14,1,0,5,0,0,96
4084,Anthony McDonald-Tipungwuti,12407,ES,GW,11,4,5,5,9,2,0,0,0,0,1,0,3,0,3,0,5,5,3,2,1,0,0,75
4085,Andrew McGrath,12491,ES,GW,11,7,5,8,15,0,0,0,4,1,0,0,2,0,0,0,2,12,0,0,2,0,0,78
4086,Conor McKenna,12391,ES,GW,11,8,2,10,18,1,0,0,3,2,2,0,2,1,1,0,2,16,0,0,1,0,0,74
4087,Zach Merrett,12241,ES,GW,11,16,3,13,29,0,0,0,5,4,2,6,0,3,0,0,9,21,0,1,1,2,1,74
4088,David Myers,11663,ES,GW,11,8,0,9,17,1,0,0,1,0,2,1,4,0,0,0,6,10,0,0,1,0,0,75
4089,Brent Stanton,3939,ES,GW,11,10,4,2,12,0,0,0,7,2,2,0,3,1,1,0,3,10,0,0,2,0,0,86
4090,James Stewart,12232,ES,GW,11,7,5,2,9,0,2,0,1,1,1,2,0,1,0,0,3,6,0,1,0,0,0,77
4091,Jobe Watson,1461,ES,GW,11,12,8,16,28,0,1,0,7,1,1,6,2,1,0,0,9,18,0,1,0,0,2,78
4092,David Zaharakis,11729,ES,GW,11,10,4,11,21,0,1,0,1,1,4,2,3,0,1,0,4,17,0,0,1,2,1,81
4093,Shaun Atley,11902,NM,RI,11,8,2,8,16,2,0,0,3,1,5,0,3,0,1,0,2,15,0,0,1,0,0,70
4094,Ben Brown,12289,NM,RI,11,7,2,5,12,1,1,6,1,0,3,1,2,0,1,0,7,6,0,1,3,0,0,86
4095,Ryan Clarke,12461,NM,RI,11,6,3,15,21,0,0,0,2,0,2,2,3,1,0,0,9,11,0,0,2,0,1,65
4096,Ben Cunnington,11835,NM,RI,11,5,1,15,20,0,1,0,1,0,1,7,1,0,1,0,14,7,1,1,1,0,0,73
4097,Trent Dumont,12343,NM,RI,11,12,3,12,24,0,0,0,2,3,4,3,6,0,0,0,8,16,1,0,2,0,0,81
4098,Taylor Garner,12220,NM,RI,11,8,3,6,14,0,0,0,2,0,2,0,3,0,1,0,3,10,1,0,2,1,0,76
4099,Sam Gibson,12093,NM,RI,11,10,4,15,25,1,2,0,4,1,1,2,4,0,1,0,10,15,0,1,1,0,1,83
4100,Todd Goldstein,11686,NM,RI,11,5,0,9,14,0,0,33,4,0,3,1,2,0,0,0,4,10,0,0,2,0,1,87
4101,Lachlan Hansen,11542,NM,RI,11,6,4,8,14,1,0,0,2,1,1,0,4,0,2,0,6,8,0,1,1,0,0,86
4102,Shaun Higgins,4180,NM,RI,11,12,5,9,21,1,1,0,1,1,6,5,3,2,3,0,8,13,0,0,0,0,0,80
4103,Nathan Hrovat,12190,NM,RI,11,4,0,13,17,0,0,0,3,0,1,3,0,1,0,0,9,8,0,0,1,1,0,65
4104,Jamie Macmillan,11862,NM,RI,11,17,5,9,26,0,1,0,1,6,4,1,3,0,0,0,7,16,0,0,2,3,0,90
4105,Luke McDonald,12246,NM,RI,11,11,5,7,18,0,1,0,3,4,3,1,2,0,1,0,2,14,0,1,2,0,1,78
4106,Aaron Mullett,12008,NM,RI,11,9,2,12,21,0,0,0,1,3,0,1,3,1,1,0,4,13,0,0,2,0,0,87
4107,Robbie Tarrant,11859,NM,RI,11,15,8,9,24,0,0,0,2,5,2,2,5,3,2,0,9,16,1,0,2,0,0,95
4108,Scott Thompson,11636,NM,RI,11,9,4,9,18,0,0,0,3,7,0,0,4,1,0,0,7,8,0,0,7,0,0,85
4109,Kayne Turner,12304,NM,RI,11,4,3,5,9,0,1,0,3,0,1,0,1,2,0,0,7,4,2,0,2,0,1,78
4110,Ed Vickers-Willis,12524,NM,RI,11,7,2,5,12,0,0,0,2,4,1,0,1,0,1,0,1,11,0,0,8,0,0,91
4111,Jarrad Waite,1418,NM,RI,11,6,3,6,12,1,3,0,1,0,0,0,1,0,1,0,4,7,0,3,3,0,0,93
4112,Marley Williams,12084,NM,RI,11,5,2,13,18,0,0,0,2,2,0,0,1,1,0,0,6,13,0,0,1,0,1,85
4113,Mason Wood,12312,NM,RI,11,5,2,9,14,2,1,0,0,0,1,0,3,0,0,0,6,9,1,0,0,0,1,81
4114,Jack Ziebell,11724,NM,RI,11,16,0,8,24,0,0,0,5,2,5,2,7,2,1,0,11,14,0,0,0,0,1,86
4115,David Astbury,11828,RI,NM,11,7,4,13,20,0,0,0,2,1,0,2,0,1,0,0,9,11,1,0,4,0,0,91
4116,Shai Bolton,12535,RI,NM,11,5,5,6,11,0,1,0,1,0,3,0,1,0,1,0,5,7,1,0,0,1,0,76
4117,Dan Butler,12490,RI,NM,11,9,4,4,13,2,1,0,1,0,4,0,4,2,1,0,5,8,0,2,0,0,1,76
4118,Josh Caddy,12010,RI,NM,11,11,9,11,22,0,0,0,3,0,3,4,0,0,0,0,7,14,0,0,0,0,2,82
4119,Jason Castagna,12431,RI,NM,11,7,3,1,8,1,0,0,2,0,0,0,2,0,0,0,3,5,0,2,0,0,0,74
4120,Trent Cotchin,11666,RI,NM,11,17,5,15,32,1,1,0,12,2,5,8,4,0,1,2,12,19,1,0,2,2,0,84
4121,Shane Edwards,11557,RI,NM,11,7,4,9,16,1,1,0,1,0,2,3,2,1,1,0,8,9,0,1,3,1,2,76
4122,Brandon Ellis,12034,RI,NM,11,18,7,12,30,1,0,0,0,2,4,0,1,0,0,0,5,23,0,1,2,1,0,81
4123,Shaun Grigg,11594,RI,NM,11,8,7,13,21,1,0,0,3,3,2,3,4,1,0,0,9,12,0,1,2,0,0,90
4124,Dylan Grimes,11879,RI,NM,11,4,5,3,7,0,0,0,5,0,0,0,4,0,1,0,1,7,0,0,5,0,0,82
4125,Bachar Houli,11566,RI,NM,11,17,7,14,31,0,0,0,7,2,3,1,3,1,0,1,9,23,1,0,6,0,1,89
4126,Kane Lambert,12333,RI,NM,11,13,5,12,25,2,1,0,3,3,1,2,2,0,0,0,6,17,0,1,0,0,0,76
4127,Sam Lloyd,12263,RI,NM,11,9,7,2,11,0,1,0,5,0,2,0,2,1,1,0,2,9,0,1,0,0,1,78
4128,Dustin Martin,11794,RI,NM,11,25,8,13,38,2,1,0,6,0,9,9,6,5,1,3,15,23,2,0,1,2,1,82
4129,Kamdyn McIntosh,12317,RI,NM,11,15,4,9,24,0,0,0,5,3,3,0,5,0,1,0,5,19,1,0,2,6,0,84
4130,Connor Menadue,12356,RI,NM,11,5,4,9,14,0,1,0,1,1,0,0,3,1,0,0,3,12,1,1,1,0,0,69
4131,Toby Nankervis,12374,RI,NM,11,4,3,10,14,0,0,26,3,0,2,3,3,1,0,0,7,6,2,0,3,0,0,89
4132,Dion Prestia,11917,RI,NM,11,20,9,15,35,0,2,0,5,3,5,5,4,1,1,0,10,26,0,0,2,1,1,82
4133,Alex Rance,11733,RI,NM,11,7,4,7,14,0,0,1,3,6,0,0,4,0,0,0,4,8,0,0,11,0,0,100
4134,Jack Riewoldt,11576,RI,NM,11,15,10,6,21,2,2,1,2,1,7,1,6,2,3,0,9,11,2,3,1,0,1,93
4135,Daniel Rioli,12403,RI,NM,11,9,4,3,12,1,1,0,4,2,2,0,3,0,1,0,3,9,1,2,1,0,0,73
4136,Jayden Short,12418,RI,NM,11,12,2,2,14,0,0,0,1,2,1,0,2,0,1,0,2,11,0,0,0,1,0,72
4137,Taylor Adams,12066,CW,FR,11,12,7,16,28,0,2,0,11,0,0,9,4,2,2,0,13,16,0,2,2,0,0,82
4138,Tim Broomhead,12284,CW,FR,11,10,4,9,19,0,1,0,1,0,3,4,3,0,0,0,8,13,0,0,1,0,0,77
4139,Jack Crisp,12061,CW,FR,11,15,6,11,26,0,0,0,1,2,3,1,3,1,2,0,9,16,0,0,1,3,2,91
4140,Ben Crocker,12436,CW,FR,11,6,4,3,9,1,1,0,0,1,1,0,2,0,0,0,2,6,0,1,0,0,0,87
4141,Jordan de Goey,12318,CW,FR,11,10,8,13,23,2,2,0,4,0,4,2,2,0,0,0,5,19,0,2,1,4,0,83
4142,Lynden Dunn,4166,CW,FR,11,12,8,6,18,0,0,0,1,4,0,1,3,3,1,0,6,13,0,0,7,0,0,87
4143,Jamie Elliott,12083,CW,FR,11,9,7,3,12,3,0,0,6,0,4,0,2,2,1,0,4,8,1,2,1,3,1,62
4144,Tyson Goldsack,11568,CW,FR,11,6,4,4,10,0,1,0,1,1,2,0,1,0,1,0,4,8,0,0,6,0,0,65
4145,Levi Greenwood,11745,CW,FR,11,16,14,7,23,1,1,0,0,1,2,0,3,0,0,0,3,20,1,2,1,0,1,75
4146,Brodie Grundy,12217,CW,FR,11,8,4,13,21,0,0,39,2,1,1,4,8,3,3,0,13,9,0,0,3,0,0,90
4147,Will Hoskin-Elliott,12026,CW,FR,11,14,8,4,18,2,1,0,1,0,4,1,2,0,1,0,5,13,1,1,1,2,0,84
4148,Jeremy Howe,11967,CW,FR,11,13,8,7,20,1,0,0,0,3,3,0,1,0,0,0,5,15,3,0,4,0,0,91
4149,Brayden Maynard,12371,CW,FR,11,13,8,4,17,0,0,0,5,2,3,0,0,1,0,0,3,15,1,0,3,0,1,89
4150,Darcy Moore,12372,CW,FR,11,11,9,1,12,2,2,3,3,0,4,2,1,2,1,0,6,7,3,3,4,0,1,88
4151,Scott Pendlebury,4182,CW,FR,11,12,6,18,30,1,3,0,3,1,3,5,3,1,0,3,13,20,0,1,2,2,1,86
4152,Tom Phillips,12452,CW,FR,11,12,9,10,22,1,0,0,2,0,5,1,1,1,0,0,5,16,0,0,0,0,1,89
4153,Jackson Ramsay,12308,CW,FR,11,3,1,8,11,0,0,0,2,0,0,0,2,0,0,0,4,8,0,0,3,0,0,80
4154,Matt Scharenberg,12384,CW,FR,11,8,5,4,12,0,0,0,1,2,0,0,0,2,0,0,2,10,0,0,4,0,0,80
4155,Steele Sidebottom,11751,CW,FR,11,21,9,11,32,0,1,0,4,1,7,5,6,1,1,2,7,24,0,0,3,1,0,92
4156,Josh Smith,12427,CW,FR,11,24,14,8,32,0,0,0,1,4,2,1,3,0,1,0,6,25,1,0,2,0,0,94
4157,Adam Treloar,12054,CW,FR,11,17,3,18,35,1,0,0,6,1,7,5,7,0,3,0,12,20,0,0,0,7,3,83
4158,Daniel Wells,1427,CW,FR,11,5,3,1,6,0,0,0,0,0,1,0,2,0,0,0,0,6,0,1,0,0,1,47
4159,Connor Blakely,12397,FR,CW,11,20,4,6,26,0,0,0,2,5,4,6,3,3,1,1,13,16,0,0,3,0,0,74
4160,Hayden Crozier,12088,FR,CW,11,5,1,3,8,1,1,0,3,0,2,1,2,0,0,0,5,4,1,1,2,1,0,86
4161,Nat Fyfe,11834,FR,CW,11,7,3,17,24,1,1,0,7,2,5,5,5,0,0,0,14,9,0,0,2,0,0,86
4162,Brady Grey,12396,FR,CW,11,6,0,1,7,2,2,0,6,0,0,0,7,2,5,0,2,6,0,0,2,0,0,71
4163,Jonathon Griffin,11534,FR,CW,11,8,5,5,13,0,0,26,5,1,1,5,6,3,3,0,8,5,1,1,0,0,0,88
4164,Joel Hamling,12359,FR,CW,11,7,4,3,10,0,0,0,1,2,2,0,1,1,0,0,4,6,2,0,8,0,0,93
4165,Bradley Hill,12060,FR,CW,11,14,4,8,22,1,2,0,0,3,3,2,0,1,0,0,7,14,0,0,0,2,0,87
4166,Stephen Hill,11716,FR,CW,11,9,5,8,17,0,0,0,5,4,1,4,2,0,1,0,7,10,1,0,2,0,0,87
4167,Ethan Hughes,12395,FR,CW,11,11,6,6,17,0,0,0,2,4,2,0,3,0,0,0,5,13,1,0,4,0,0,64
4168,Michael Johnson,4083,FR,CW,11,12,3,3,15,0,0,0,1,4,0,0,3,1,0,0,7,6,1,0,4,0,0,94
4169,Shane Kersten,12287,FR,CW,11,3,4,5,8,1,0,0,0,0,1,0,0,0,0,0,4,5,0,1,4,0,0,88
4170,Ed Langdon,12393,FR,CW,11,4,2,5,9,2,0,0,0,1,0,0,0,0,0,0,3,6,0,1,1,0,0,71
4171,Cam McCarthy,12315,FR,CW,11,5,3,4,9,1,1,0,5,0,2,0,2,0,0,0,4,5,1,2,1,0,0,91
4172,David Mundy,4088,FR,CW,11,8,4,9,17,1,0,0,5,1,2,2,2,1,0,0,7,10,0,1,1,0,2,85
4173,Lachie Neale,12055,FR,CW,11,11,6,11,22,1,1,0,5,1,6,6,0,4,0,0,11,10,1,0,1,1,1,80
4174,Luke Ryan,12542,FR,CW,11,3,2,4,7,0,0,0,4,2,0,0,1,0,1,0,0,7,0,0,3,0,0,75
4175,Lee Spurr,12069,FR,CW,11,9,3,4,13,0,0,0,0,3,0,0,1,0,1,0,4,9,1,0,2,0,0,92
4176,Cameron Sutcliffe,12104,FR,CW,11,9,2,4,13,0,1,0,4,3,1,0,1,0,0,0,2,10,0,0,2,1,0,81
4177,Matthew Taberner,12205,FR,CW,11,5,3,3,8,1,0,2,2,0,1,0,7,0,4,0,2,7,0,0,1,0,0,79
4178,Darcy Tucker,12426,FR,CW,11,5,2,7,12,0,0,0,1,3,1,0,2,1,0,0,3,8,0,0,0,1,0,57
4179,Michael Walters,11763,FR,CW,11,11,3,11,22,0,0,0,1,0,6,3,5,0,3,0,11,12,1,0,1,4,3,88
4180,Lachie Weller,12385,FR,CW,11,11,6,11,22,0,1,0,2,3,1,2,1,0,0,0,5,15,0,0,1,1,0,84
4181,Lance Franklin,4065,SY,WB,12,13,9,3,16,3,5,0,2,0,3,0,2,1,1,0,5,12,2,6,3,0,0,98
4182,Heath Grundy,1401,SY,WB,12,12,7,10,22,0,0,0,2,2,2,0,2,1,0,1,10,13,2,0,1,0,0,89
4183,Dan Hannebery,11783,SY,WB,12,12,6,16,28,1,0,0,4,2,3,8,5,0,1,0,17,12,0,0,1,0,0,86
4184,Will Hayward,12509,SY,WB,12,9,6,2,11,0,2,0,3,0,3,0,0,1,0,0,4,7,1,1,1,0,1,74
